SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,BOS,Operation_Code,STATUS
2,gasoline,170,103,3.4,36,293.65,82482,0
4,kerosene,80,106,11.6,40,306.3,85064,1
5,thinner,50,108,14.5,36,286.4,85066,1
6,lpg,30,95,6.5,60,279.25,22667,1
3,kerosene,20,105,6.5,66,296.75,21259,1
7,lpg,70,107,10.7,22,283.85,22603,1
2,thinner,100,88,7,5,236.4,22577,0
5,gasoline,180,101,3.1,44,296.55,22581,0
4,kerosene,100,104,10.3,36,279.2,22579,0
3,gasoline,110,102,4.8,51,267.1,22578,0
2,kerosene,60,105,12.3,21,290.75,22600,1
2,kerosene,90,88,10,7,273.4,22602,1
4,thinner,30,87,12.3,19,234.85,22601,1
4,kerosene,140,96,1.7,65,246.8,10002,0
1,kerosene,110,96,0,70,288.8,20751,0
1,kerosene,170,102,0,75,270.1,22739,0
5,gasoline,190,97,2.6,28,281.35,22737,0
3,kerosene,10,110,15.4,48,296.5,22735,1
2,gasoline,70,86,9.3,13,220.3,22738,1
3,kerosene,160,92,5.2,26,268.6,22736,0
4,thinner,130,89,4.5,15,236.95,22130,0
5,kerosene,70,92,10.6,16,244.6,22630,1
1,thinner,130,92,4.4,16,242.6,22086,1
5,gasoline,50,92,10.3,15,255.6,22867,1
1,thinner,50,107,13.3,26,273.85,22632,1
1,thinner,90,89,10.9,15,249.95,22834,1
1,thinner,20,88,13.3,27,266.4,22866,1
2,kerosene,160,97,3.4,44,267.35,22865,0
5,thinner,160,95,2.5,60,245.25,21754,0
4,thinner,90,105,11,25,276.75,22809,1
1,kerosene,10,105,13.8,10,300.75,22593,1
3,thinner,130,102,4.4,48,302.1,22595,0
4,gasoline,160,96,0,68,260.8,22594,0
3,gasoline,10,108,14.9,33,320.4,22694,1
3,gasoline,190,94,2.5,52,254.7,22662,0
6,lpg,170,97,4.4,27,278.35,22470,0
1,kerosene,30,108,11.5,25,310.4,22077,1
5,kerosene,130,99,5,42,284.45,21892,0
1,kerosene,190,90,2.6,21,240.5,22974,0
4,thinner,30,107,12.3,24,315.85,22080,1
1,gasoline,190,103,3.2,42,301.65,22079,0
1,gasoline,160,97,0,72,247.35,22082,0
6,lpg,120,104,6.7,42,291.2,85018D,1
7,lpg,130,74,0,1,207.7,22383,0
4,thinner,160,94,3.6,46,245.7,20726,0
1,kerosene,170,93,4.2,28,276.15,20725,0
2,thinner,80,106,11.2,46,316.3,90162B,0
1,thinner,180,74,0,1,201.7,90162D,0
1,kerosene,10,107,15.5,26,313.85,21733,1
5,thinner,160,94,6,30,260.7,21626,0
7,lpg,20,100,9.6,5,258,21623,1
3,kerosene,180,90,2.9,13,253.5,22086,0
7,lpg,120,101,8.6,15,279.55,21621,1
1,kerosene,50,90,10.3,10,245.5,21479,1
7,lpg,100,90,9.9,15,279.5,21485,1
5,kerosene,90,89,7.9,10,228.95,84029G,1
6,lpg,130,92,4.2,20,243.6,22837,1
3,gasoline,20,88,13.3,27,265.4,84032B,1
3,gasoline,140,94,5.2,35,270.7,22867,0
1,kerosene,40,108,13.9,52,291.4,22632,1
4,gasoline,170,96,0,68,278.8,22865,0
3,gasoline,60,87,8.6,4,226.85,22834,1
3,gasoline,180,95,2.1,60,251.25,16237,0
1,thinner,70,104,0,68,296.2,90167,0
1,thinner,90,104,10.6,24,311.2,22758,1
1,gasoline,180,96,3.9,25,246.8,20615,0
1,kerosene,40,110,14.4,38,325.5,22964,1
3,thinner,90,104,0,70,315.2,21716,0
7,lpg,140,92,6,14,237.6,22551,0
3,thinner,120,102,5.2,47,307.1,22553,0
6,lpg,160,93,4.9,25,284.15,22554,1
5,gasoline,110,87,5.2,11,261.85,22556,0
3,gasoline,40,75,0,1,235.25,22398,0
1,kerosene,80,106,12.6,35,295.3,22403,1
1,kerosene,80,106,12,44,291.3,22399,1
4,kerosene,20,76,1,1,241.8,85124B,0
1,kerosene,50,100,2.8,66,298,85124C,0
1,kerosene,10,95,12,60,262.25,84077,1
6,lpg,10,110,15.7,42,297.5,22560,1
5,thinner,170,93,4.2,28,262.15,22561,0
3,thinner,170,76,0,1,193.8,22620,0
4,thinner,140,93,5.6,33,278.15,11001,0
6,lpg,60,107,12.3,22,313.85,84375,1
4,gasoline,100,88,4.6,11,253.4,22142,0
1,thinner,160,95,3.9,45,254.25,84029G,0
1,kerosene,190,102,2.5,51,300.1,22382,0
6,lpg,170,91,2.1,9,261.05,22940,0
2,kerosene,30,107,13.8,51,307.85,21481,1
2,thinner,20,92,16,42,282.6,22659,1
1,thinner,190,87,2.5,6,249.85,22418,0
3,gasoline,40,86,10,5,233.3,22834,1
1,thinner,30,108,11.5,25,308.4,22865,1
5,thinner,60,107,13.8,40,313.85,22633,1
2,gasoline,40,107,9.2,55,295.85,21452,1
3,kerosene,60,84,0,1,224.2,20726,0
5,thinner,130,96,7.8,30,246.8,22383,0
2,thinner,150,95,2.2,60,255.25,22748,0
2,thinner,180,92,3.8,30,255.6,22629,0
5,kerosene,60,84,0,1,246.2,22562,0
2,thinner,160,91,3.9,19,265.05,22563,0
5,gasoline,180,105,1.1,65,290.75,22564,0
7,lpg,90,105,12.8,30,275.75,22662,1
2,gasoline,90,102,10.9,16,262.1,22440,1
1,gasoline,10,110,15.7,42,316.5,21790,1
6,lpg,10,109,17,30,284.95,22548,1
5,gasoline,30,89,10.7,14,248.95,22749,1
7,lpg,110,89,6.5,13,262.95,22750,1
2,thinner,160,95,4.4,35,271.25,22837,0
2,thinner,80,80,3.2,2,207,22029,0
1,gasoline,150,94,3.1,50,249.7,84581,0
1,thinner,90,106,7,52,319.3,22712,1
5,gasoline,130,92,4.2,20,248.6,21912,1
6,lpg,10,103,14.9,35,281.65,84827,1
1,thinner,120,105,5,22,287.75,22301,1
5,gasoline,50,92,12.3,23,261.6,22304,1
5,gasoline,170,85,3.3,5,239.75,22300,0
3,kerosene,10,105,15.2,45,267.75,22188,1
4,kerosene,130,86,3.4,3,220.3,22592,0
5,thinner,80,107,12.2,42,299.85,20936,0
5,gasoline,110,104,7.3,23,272.2,21733,1
5,thinner,120,105,4.8,52,296.75,21916,0
5,gasoline,160,92,3.4,16,270.6,22694,0
1,thinner,180,93,3.9,32,287.15,85123A,0
1,kerosene,60,108,14.1,34,297.4,22804,1
7,lpg,110,108,0,75,322.4,22470,0
5,gasoline,140,87,4.5,6,234.85,22469,0
5,gasoline,20,91,11.2,13,251.05,85123A,1
4,kerosene,120,91,4,8,242.05,85174,0
5,thinner,120,95,3.3,60,271.25,22729,0
3,kerosene,50,75,0,1,241.25,22727,0
1,thinner,140,96,0,75,254.8,22730,0
2,gasoline,110,95,6.1,20,267.25,22727,1
1,thinner,90,106,11.9,44,295.3,22726,1
6,lpg,100,91,9,16,272.05,22730,1
4,kerosene,120,104,6.1,44,269.2,22726,0
2,kerosene,170,103,3.4,36,301.65,22725,0
1,kerosene,50,90,11.3,7,230.5,22727,1
3,kerosene,40,90,10,12,277.5,22173,1
6,lpg,60,106,12.5,24,274.3,22729,1
4,thinner,160,91,4.8,34,245.05,22725,0
2,thinner,160,97,0,75,252.35,22730,0
5,kerosene,30,104,0.4,68,313.2,85174,0
5,gasoline,150,93,3.7,46,255.15,82483,0
4,thinner,70,103,10.6,50,269.65,21916,0
7,lpg,100,104,10.3,36,281.2,85175,1
3,gasoline,140,95,2.8,60,290.25,22799,0
2,kerosene,110,108,4.2,52,325.4,22625,0
1,kerosene,60,108,14.2,44,322.4,22624,1
3,kerosene,150,93,4.8,35,269.15,22854,0
1,gasoline,120,92,5.7,20,251.6,85064,1
5,thinner,150,96,5.3,32,279.8,85175,0
3,kerosene,80,107,8.2,52,294.85,22307,1
5,thinner,160,91,3.9,19,278.05,22305,0
1,thinner,30,87,12,21,242.85,22776,1
2,gasoline,80,90,10.7,18,248.5,72760B,1
6,lpg,160,94,3.3,47,256.7,22791,0
4,gasoline,110,95,5,50,254.25,22666,0
1,gasoline,130,96,0,70,258.8,84946,0
5,gasoline,60,106,14,30,291.3,21216,1
5,kerosene,120,74,0,1,200.7,22423,0
2,thinner,120,95,3.3,60,292.25,22926,0
2,thinner,130,96,1.5,67,248.8,22927,0
1,thinner,80,102,0,72,289.1,84347,0
4,thinner,70,103,0,72,303.65,22732,0
1,gasoline,90,107,13.1,45,282.85,22731,1
4,kerosene,30,108,14.4,35,286.4,22733,1
1,thinner,150,79,2.2,2,245.45,21824,0
2,kerosene,170,92,3.9,20,269.6,21823,0
2,thinner,110,95,3.4,55,262.25,85227,0
1,thinner,70,88,10.7,17,267.4,22737,1
4,gasoline,180,88,3.6,15,237.4,22735,0
7,lpg,30,75,0,1,191.25,22739,0
2,thinner,40,86,11.5,18,266.3,22812,1
1,thinner,90,106,6.1,55,273.3,22813,1
2,kerosene,10,109,15.4,46,327.95,20854,1
2,gasoline,20,96,0,72,291.8,20856,0
6,lpg,160,96,0,70,282.8,22469,0
5,kerosene,150,92,5,28,243.6,22141,0
5,kerosene,90,106,7,52,290.3,22144,0
3,thinner,80,92,7.9,10,240.6,85123A,1
5,thinner,160,91,2.7,8,243.05,22592,0
2,kerosene,50,108,13.5,27,321.4,22588,1
1,kerosene,70,103,0,72,278.65,20723,0
7,lpg,80,88,9.3,13,254.4,20728,1
4,thinner,10,105,12.9,8,269.75,85038,1
4,kerosene,50,106,14.2,30,294.3,85174,1
4,gasoline,30,87,12,21,222.85,85123A,1
3,thinner,150,93,2.7,12,260.15,20970,0
3,thinner,20,95,16,46,271.25,20967,1
4,gasoline,160,91,2.1,9,240.05,20971,0
2,gasoline,100,104,10.3,36,274.2,20972,1
5,gasoline,190,80,1.5,3,219,22565,0
1,gasoline,80,106,11.2,46,295.3,22566,1
1,gasoline,120,96,0,68,288.8,84898F,0
1,thinner,10,103,9.7,65,265.65,22747,1
5,kerosene,50,92,14.9,42,237.6,22745,1
3,gasoline,130,96,0,70,272.8,22746,0
1,kerosene,80,104,10,20,299.2,22748,1
2,gasoline,110,91,9.3,14,281.05,22301,1
1,gasoline,90,106,10.9,48,274.3,22300,1
3,gasoline,80,96,2.8,66,266.8,21876,0
7,lpg,180,94,2.5,47,275.7,21871,0
7,lpg,150,89,3.1,7,229.95,20712,0
3,gasoline,20,105,12.3,15,314.75,20713,1
4,gasoline,180,94,3.4,40,274.7,15056BL,0
1,thinner,140,94,4.2,22,254.7,22415,1
1,thinner,160,93,4.9,25,253.15,22294,1
2,gasoline,60,108,14.1,34,324.4,21889,1
1,thinner,130,88,5.3,7,239.4,85123A,1
2,kerosene,90,98,0,72,295.9,21790,0
3,kerosene,140,93,4.3,47,266.15,22480,0
5,kerosene,80,107,8.2,52,314.85,22482,0
1,gasoline,110,106,7.1,42,293.3,82494L,1
1,gasoline,30,92,11.3,8,237.6,82482,1
1,thinner,170,92,4.2,23,263.6,84879,1
4,kerosene,50,96,0,72,246.8,22667,0
4,thinner,80,92,10.5,21,250.6,22784,1
5,thinner,50,96,0,72,265.8,21755,0
3,thinner,60,106,11,52,300.3,21754,1
5,gasoline,100,85,3.7,3,236.75,22379,0
2,kerosene,150,96,1.4,65,294.8,21936,0
2,gasoline,190,91,1.9,8,241.05,22618,0
1,thinner,170,108,0,70,319.4,22839,0
1,thinner,30,107,13.3,52,319.85,22840,1
3,gasoline,40,96,1.3,67,246.8,22086,1
4,kerosene,130,74,0,1,202.7,21892,0
3,thinner,20,113,15.2,50,319.15,20975,1
5,gasoline,70,105,11,48,278.75,22988,1
1,gasoline,170,94,4.3,24,275.7,22977,1
1,kerosene,100,92,5.6,21,238.6,22255,1
4,kerosene,80,106,12.3,33,289.3,22383,1
5,kerosene,40,92,14.1,28,264.6,22256,1
5,kerosene,170,92,1.3,11,241.6,20681,0
2,gasoline,90,106,12,27,305.3,21161,1
5,gasoline,50,89,10.3,11,262.95,22433,1
7,lpg,100,89,7,18,256.95,85214,1
4,gasoline,30,109,15.4,48,287.95,22356,1
7,lpg,130,92,3.7,21,267.6,22505,1
1,gasoline,150,96,5.3,32,272.8,22457,0
4,thinner,30,87,11,6,247.85,21447,1
1,gasoline,190,102,2.6,46,293.1,22185,0
4,gasoline,40,88,12,19,255.4,47310M,1
4,gasoline,130,96,6.1,25,261.8,22474,1
3,kerosene,160,90,4,13,261.5,22617,0
5,thinner,90,89,8.5,9,226.95,22196,0
7,lpg,50,75,0,1,208.25,20983,0
3,kerosene,150,89,4.4,13,229.95,21446,0
2,gasoline,120,104,6.1,44,314.2,22432,1
7,lpg,130,103,3.7,51,310.65,22433,0
3,kerosene,40,93,13.5,50,261.15,84997D,1
4,thinner,140,95,2.8,60,273.25,21888,0
3,kerosene,170,92,4.2,23,281.6,21912,0
7,lpg,190,93,2.3,48,264.15,84969,0
3,thinner,40,107,9.2,55,318.85,22197,1
2,kerosene,190,100,2.7,36,294,22524,0
2,gasoline,150,93,4.5,33,251.15,22525,0
6,lpg,30,86,11.6,18,269.3,22383,1
5,kerosene,60,90,10.6,7,259.5,22662,1
4,gasoline,130,91,6.8,14,267.05,22479,1
1,thinner,50,82,3.2,2,231.1,22477,0
1,gasoline,120,103,5.7,24,303.65,85099B,1
5,gasoline,170,88,3.1,15,246.4,22478,0
2,gasoline,160,96,0,70,249.8,21429,0
7,lpg,190,94,3.1,24,253.7,22728,0
1,thinner,110,91,6.1,12,242.05,22898,1
3,thinner,100,104,10.3,35,315.2,85150,1
4,kerosene,100,75,0,1,202.25,22382,0
2,gasoline,100,104,8.8,40,275.2,21329,1
4,kerosene,190,95,2.1,60,263.25,22380,0
1,gasoline,70,103,0,72,265.65,21833,0
3,gasoline,40,80,4.5,2,216,22941,1
1,kerosene,170,94,3.7,32,267.7,82552,0
5,thinner,110,108,4.2,52,288.4,22752,0
3,kerosene,190,91,1.6,7,254.05,20914,0
6,lpg,50,106,14.2,30,296.3,22867,1
1,thinner,190,76,0.4,2,196.8,22041,0
5,thinner,50,108,13.5,28,305.4,22900,1
6,lpg,100,89,7.5,6,253.95,22837,1
2,thinner,190,102,2.6,50,295.1,22943,0
5,thinner,180,92,2.2,9,266.6,22966,0
2,thinner,140,107,2.3,55,319.85,22531,0
7,lpg,150,96,0,67,244.8,22952,0
5,gasoline,80,88,9.5,6,264.4,85124C,1
7,lpg,180,89,3.4,17,251.95,84508B,0
2,gasoline,10,83,3.1,2,249.65,21982,1
1,gasoline,80,104,10,20,302.2,84508B,1
2,kerosene,150,93,4.8,35,286.15,22752,0
7,lpg,130,88,3.8,8,235.4,22450,1
2,thinner,20,112,14.6,51,319.6,22449,1
2,kerosene,30,89,10.7,14,256.95,22451,1
2,thinner,170,96,0,66,274.8,22633,0
5,gasoline,50,106,11.2,60,298.3,22834,1
2,kerosene,130,91,5.6,13,233.05,22632,1
5,gasoline,60,90,10.7,9,245.5,22585,1
7,lpg,160,89,3.7,6,239.95,22755,0
3,kerosene,60,107,11,55,308.85,22754,1
5,kerosene,180,105,1.1,65,311.75,22758,0
3,kerosene,70,87,10.3,6,250.85,22753,1
7,lpg,190,95,2.1,60,284.25,22752,0
3,thinner,10,105,14.5,17,279.75,21034,1
4,gasoline,60,110,13.8,47,299.5,22866,1
3,kerosene,60,105,12.5,50,310.75,22749,1
3,kerosene,140,92,5.3,18,263.6,22310,0
2,gasoline,140,89,5.6,15,231.95,84969,1
2,kerosene,90,102,0,68,286.1,22623,0
5,kerosene,80,106,11.6,40,272.3,22622,1
7,lpg,90,106,12.5,35,311.3,21754,1
4,kerosene,70,80,3.8,2,235,21755,0
2,kerosene,110,92,4.9,10,266.6,21777,1
6,lpg,180,105,1.1,65,267.75,48187,0
4,gasoline,110,89,7.5,5,267.95,84678,0
6,lpg,130,90,3.3,9,253.5,20665,1
1,kerosene,130,106,5.7,45,303.3,21786,0
7,lpg,30,89,10.9,16,226.95,21787,1
2,kerosene,120,87,7,7,264.85,20750,1
3,kerosene,100,104,8.8,40,274.2,20749,1
4,kerosene,100,105,10,34,317.75,21774,0
3,kerosene,110,108,7.8,38,308.4,21121,0
2,kerosene,10,110,15.1,32,315.5,21439,1
3,kerosene,140,91,5.2,24,238.05,47566,0
3,gasoline,50,90,11,14,237.5,22727,1
5,gasoline,30,108,14.2,34,279.4,22726,1
2,gasoline,40,94,13.9,51,269.7,22728,1
1,kerosene,100,91,9,16,264.05,22729,1
3,kerosene,120,101,4.9,45,305.55,22243,0
3,kerosene,20,88,13.3,27,269.4,22467,1
1,kerosene,80,89,10,7,245.95,22318,1
4,kerosene,100,105,2.5,65,279.75,21195,0
1,kerosene,120,105,7.9,32,303.75,20725,1
3,thinner,130,96,4.8,24,267.8,20726,0
3,kerosene,180,104,0,75,296.2,20728,0
1,thinner,70,90,10.2,7,279.5,21559,1
7,lpg,180,95,2.1,60,257.25,22326,0
2,gasoline,80,103,9,50,283.65,22352,1
1,kerosene,120,105,5,22,274.75,21555,1
5,gasoline,20,106,13.3,24,296.3,21533,1
1,thinner,160,93,5.3,33,248.15,21539,0
1,gasoline,40,89,10.9,14,262.95,22423,1
4,kerosene,110,89,4.5,8,251.95,84997A,0
5,kerosene,10,109,16.6,25,282.95,84997B,1
5,kerosene,10,91,12.9,9,258.05,84997C,1
5,gasoline,130,96,4.2,22,285.8,84279P,1
3,kerosene,90,105,11,42,299.75,22634,1
2,thinner,70,80,3.8,2,236,22635,0
2,kerosene,120,103,7.9,36,264.65,22636,0
4,thinner,100,103,9.1,44,285.65,22180,0
2,thinner,10,106,15.4,40,300.3,21980,1
7,lpg,180,101,3.1,44,288.55,21981,0
5,gasoline,170,95,3.2,47,283.25,21982,0
5,gasoline,100,91,7.5,19,267.05,22614,1
3,thinner,70,90,10.7,15,229.5,22615,1
3,gasoline,120,84,2.5,3,225.2,84870B,0
2,kerosene,160,90,2.9,7,229.5,84870C,0
2,kerosene,110,106,9.3,27,312.3,22554,1
5,thinner,140,102,5.2,34,274.1,22551,0
7,lpg,90,106,12.8,28,302.3,16238,1
1,kerosene,60,106,0,68,313.3,85227,0
3,thinner,180,92,3.2,23,251.6,22632,0
5,kerosene,120,92,3.8,10,254.6,21829,0
6,lpg,40,96,0,68,248.8,21556,0
4,thinner,170,103,3.4,36,306.65,22644,0
2,thinner,160,94,6,30,275.7,22390,0
5,gasoline,170,94,1.7,55,254.7,22483,0
1,thinner,150,95,2.2,60,244.25,21054,0
5,gasoline,50,90,10.2,9,252.5,21055,1
6,lpg,30,90,10.3,15,275.5,21892,1
4,kerosene,180,74,0,1,222.7,22619,0
2,gasoline,150,89,3.1,7,230.95,84963A,1
5,gasoline,20,92,12,9,257.6,POST,1
1,thinner,30,92,11.3,8,284.6,22654,1
5,gasoline,60,105,12.5,50,293.75,85124C,1
1,kerosene,50,107,14.4,33,304.85,20828,1
4,kerosene,120,92,3.8,10,255.6,72349B,0
4,thinner,90,95,6.4,60,259.25,17091J,0
4,thinner,190,102,2.6,46,310.1,21955,0
2,thinner,90,106,12.2,36,295.3,72232,1
2,gasoline,90,105,10,21,277.75,85135C,1
3,kerosene,170,88,3.1,15,272.4,22952,0
5,thinner,120,103,8.5,33,289.65,22186,0
4,kerosene,50,89,10.3,11,226.95,22107,1
2,thinner,110,95,6.1,20,254.25,22109,1
1,thinner,120,102,5.8,46,278.1,21730,1
5,gasoline,20,89,12.8,17,272.95,22795,1
7,lpg,30,85,11,17,219.75,84992,1
5,thinner,180,102,3.6,36,293.1,84991,0
3,thinner,120,105,6.4,26,291.75,21977,1
1,gasoline,70,86,5.8,3,261.3,22951,1
1,kerosene,180,92,2.2,10,271.6,22417,0
3,kerosene,80,104,11.9,47,302.2,21975,1
4,thinner,170,97,0,72,265.35,21976,0
2,thinner,50,95,0,75,248.25,21494,0
1,thinner,100,103,9.9,42,286.65,M,1
2,thinner,140,89,4.4,7,231.95,72598,0
1,kerosene,130,86,5,4,236.3,22636,0
2,kerosene,40,80,4.5,2,246,84993B,0
4,gasoline,140,105,4,42,300.75,21355,0
1,thinner,150,105,0,70,305.75,21354,0
2,gasoline,50,94,6.4,55,270.7,21358,1
3,kerosene,90,110,12.2,38,299.5,22469,1
4,gasoline,90,90,11.2,18,273.5,22696,1
1,kerosene,70,104,11,20,291.2,22695,1
4,gasoline,70,104,10.9,21,306.2,22409,1
6,lpg,150,90,6,15,234.5,21915,1
4,thinner,150,92,4.8,25,240.6,15056BL,0
3,thinner,100,102,4.9,51,283.1,15056N,0
2,kerosene,110,100,7.7,16,295,20679,1
2,thinner,190,92,1.4,11,267.6,20686,0
3,thinner,20,103,1,70,308.65,20682,1
2,thinner,20,92,13.5,19,248.6,20681,1
6,lpg,140,87,4.8,4,240.85,21429,0
5,gasoline,70,107,10.7,22,285.85,21914,1
5,gasoline,180,97,2.9,38,284.35,22273,0
5,kerosene,140,92,6.4,26,262.6,22306,0
5,kerosene,140,95,3.4,50,287.25,22307,0
2,kerosene,150,92,5,28,238.6,22300,0
5,thinner,10,106,12.3,14,304.3,22301,1
1,thinner,70,102,2.8,66,267.1,22554,0
2,gasoline,110,106,7.1,42,317.3,22553,1
5,kerosene,10,108,15.4,23,314.4,22551,1
3,thinner,100,104,7.4,24,266.2,22568,1
5,gasoline,180,83,1.6,3,245.65,20967,0
7,lpg,60,106,14,30,271.3,22569,1
3,gasoline,140,92,4.5,40,284.6,22940,0
1,thinner,60,105,11.6,51,272.75,22750,1
4,thinner,100,89,4.9,12,235.95,22751,1
5,thinner,180,88,3.6,15,266.4,85114B,0
6,lpg,180,74,0,1,190.7,20967,0
4,kerosene,190,92,2.3,18,261.6,22271,0
1,kerosene,160,97,0,75,272.35,22569,0
5,gasoline,110,96,0,68,290.8,22750,0
1,kerosene,20,106,13.8,25,299.3,22751,1
4,kerosene,50,106,13.3,46,272.3,21429,1
1,thinner,40,90,10,10,260.5,85206A,1
4,kerosene,130,90,5.6,17,268.5,22021,0
1,kerosene,160,93,4.9,25,282.15,21915,0
2,thinner,120,102,5.8,46,309.1,22974,0
3,kerosene,20,110,15,52,295.5,22972,1
2,thinner,10,107,15.5,26,289.85,21929,1
1,thinner,130,86,4.5,5,251.3,85099F,1
1,kerosene,80,107,8.2,52,278.85,22385,0
4,kerosene,20,105,12.3,15,277.75,22899,1
1,kerosene,90,106,12.6,34,313.3,21169,1
3,thinner,40,91,14.9,30,239.05,22382,1
7,lpg,50,108,13.2,50,313.4,22634,1
5,thinner,150,90,3.7,21,254.5,22804,0
2,thinner,80,75,0,1,200.25,22635,0
5,thinner,70,102,3.2,65,310.1,20981,0
4,thinner,180,96,0,67,273.8,22637,0
2,kerosene,30,90,10.3,15,233.5,21871,1
5,gasoline,160,105,1.5,65,315.75,82482,0
3,thinner,50,106,11.2,60,292.3,22637,1
1,kerosene,50,101,0,67,267.55,22726,0
4,thinner,90,104,10,50,312.2,22727,0
3,gasoline,170,96,4.6,26,244.8,22551,0
1,thinner,80,86,9.5,5,223.3,22557,1
2,thinner,60,90,10.6,7,259.5,85232B,1
2,gasoline,180,85,1.6,4,250.75,22630,0
3,gasoline,30,89,10.7,14,233.95,22629,1
1,thinner,120,89,3.9,9,234.95,79321,1
5,kerosene,40,90,12.3,20,270.5,20956,1
3,kerosene,100,102,0,72,270.1,21125,0
1,thinner,180,92,1.7,11,255.6,22077,0
2,kerosene,10,105,13.8,16,313.75,21121,1
1,kerosene,90,89,10.9,17,274.95,21207,1
3,thinner,80,105,2.8,65,288.75,22653,0
3,thinner,100,105,2.5,65,292.75,22501,0
1,gasoline,20,95,16,46,245.25,22147,1
2,thinner,170,94,2.3,52,241.7,22865,0
1,thinner,80,90,10.6,14,241.5,22866,1
4,kerosene,190,92,2,19,243.6,79000,0
2,thinner,190,95,2.2,33,249.25,22911,0
5,gasoline,190,92,2.6,32,273.6,22753,0
7,lpg,190,92,2.6,32,246.6,22755,0
3,gasoline,150,93,4,22,258.15,84380,1
2,gasoline,90,106,12.8,28,291.3,20754,1
7,lpg,120,105,5,22,295.75,20751,1
2,kerosene,160,91,2.2,11,271.05,22422,0
3,thinner,60,90,9.3,11,247.5,22569,1
7,lpg,60,97,2.8,67,263.35,20969,0
2,thinner,30,88,10.2,5,265.4,20967,1
2,kerosene,110,106,7.1,42,294.3,21329,0
5,thinner,60,107,14.4,36,286.85,21328,1
2,kerosene,110,104,8.7,33,288.2,85123A,0
2,thinner,190,80,1.5,3,220,22910,0
4,gasoline,80,75,0,1,223.25,22847,0
5,thinner,40,90,12.5,24,277.5,22086,1
1,gasoline,150,96,1.4,65,277.8,35965,0
4,gasoline,190,100,2.7,36,285,72816,0
3,kerosene,100,105,9,32,301.75,84006,1
2,gasoline,40,90,10,12,230.5,22440,1
4,kerosene,80,91,8.6,12,264.05,21327,1
5,gasoline,120,103,5,50,274.65,21733,0
4,thinner,40,90,12.3,20,267.5,22925,1
4,thinner,20,92,13.2,21,284.6,21239,1
3,thinner,190,97,2.6,28,281.35,21238,0
2,thinner,150,85,4.8,5,228.75,21240,0
2,gasoline,60,86,9.5,13,261.3,22748,1
7,lpg,110,91,9.3,14,250.05,22332,1
5,gasoline,180,92,4.4,18,250.6,20914,0
3,thinner,190,102,2.6,50,276.1,20684,0
7,lpg,10,109,16.6,25,293.95,22141,1
5,gasoline,150,94,3.8,47,274.7,20975,0
1,kerosene,150,88,4.3,6,265.4,20973,0
1,kerosene,170,94,3.7,30,269.7,10135,0
2,kerosene,130,89,4.5,15,259.95,10133,0
5,gasoline,120,74,0,1,217.7,20992,0
5,gasoline,160,93,3.9,18,270.15,21212,0
4,kerosene,170,97,0,72,285.35,84536A,0
2,gasoline,120,103,7.9,36,276.65,84536B,1
4,thinner,70,103,9.5,51,287.65,22470,0
7,lpg,160,74,0,1,219.7,22916,0
7,lpg,80,89,10.4,17,249.95,22920,1
7,lpg,100,103,10.3,30,309.65,22921,1
4,gasoline,120,90,4.2,12,248.5,22917,0
2,thinner,100,105,10,34,267.75,22918,1
4,thinner,50,84,5.8,3,236.2,22919,1
1,thinner,30,96,2.2,67,283.8,22694,1
4,gasoline,90,106,11,40,270.3,21098,1
5,thinner,170,92,3.8,22,279.6,21242,0
4,gasoline,60,105,12.3,21,282.75,21243,1
4,kerosene,70,91,11,18,233.05,21244,1
3,gasoline,170,108,0,70,321.4,21245,0
1,kerosene,70,88,10.7,17,237.4,21987,1
3,kerosene,150,92,5,28,268.6,84596E,0
5,kerosene,100,104,10.3,35,300.2,84596G,0
3,thinner,10,109,7.8,66,295.95,20676,1
3,gasoline,180,92,3.2,23,282.6,20675,0
4,kerosene,10,91,12.9,9,237.05,20674,1
5,kerosene,190,92,2,19,270.6,20677,0
2,kerosene,20,106,13.2,20,286.3,22951,1
4,gasoline,170,94,4.3,24,263.7,21213,0
1,gasoline,60,87,8.6,4,250.85,84992,1
4,thinner,120,96,1.5,67,276.8,21212,0
4,thinner,130,96,0,70,249.8,21218,0
6,lpg,140,89,4.4,7,238.95,21988,1
4,kerosene,100,103,9.9,42,302.65,20974,0
6,lpg,90,106,12.2,36,309.3,21989,1
5,gasoline,140,93,4.3,47,258.15,21154,0
5,gasoline,100,103,10.3,30,262.65,21035,1
5,gasoline,120,105,7.2,38,289.75,21110,0
5,thinner,90,106,6.1,55,274.3,22666,0
4,kerosene,20,106,13.2,20,297.3,22667,1
1,kerosene,60,103,4.4,65,289.65,22474,1
3,thinner,80,87,7.7,4,250.85,21216,0
3,kerosene,160,92,6.3,28,247.6,22208,0
7,lpg,60,108,14.2,44,319.4,22210,1
5,gasoline,70,88,10.7,17,237.4,21486,1
5,gasoline,130,96,1.9,65,245.8,21479,0
4,gasoline,190,104,0,75,315.2,84029G,0
3,thinner,100,89,7,18,269.95,21623,1
7,lpg,50,90,11,14,241.5,22505,1
1,gasoline,120,102,4.2,51,266.1,22386,0
2,gasoline,80,106,11.8,32,306.3,21931,1
1,gasoline,110,92,8.5,15,278.6,85099B,1
